Text,Stance,Sentiment,Target
rt @ mcirelli92 : hillary for the win # semst,FAVOR,Positive,hillary clinton
y did # randpaul take donations from a # whitesupremacy group after shaking hands with black leaders ? # blacklivesmatter # gop # semst,NONE,Negative,hillary clinton
@ clairecmc @ rosiegray is that why she and @ clintonglobal take that # saudi money ? # saudicables # saudicables # clinton2016 # semst,AGAINST,Negative,hillary clinton
@ petefrt this is how gop needs to be handling campaign not attacking each other but showing all hillary fails . # uniteright # semst,AGAINST,Positive,hillary clinton
@ molls30 @ hillaryclinton i love it ! one of our biggest donors is saudi arabia . they support women 's rights completely ! # goteam # semst,AGAINST,Positive,hillary clinton
@ hillaryclinton did you feel same about # billclinton 's latest assault of teen girl ? # hypocrite # hillaryclinton # hillary_2016_no # semst,AGAINST,Negative,hillary clinton
my vote is definitely for hillary . i do n't want bush 's dumb ass . do n't want trump either . # hillaryclinton # semst,FAVOR,Other,hillary clinton
"i 'm in a better place now that i got some coffee , now time to grow these grassroots # sctweets # semst",NONE,Positive,hillary clinton
"`` @ scotus_scalia right . words no longer have meaning . like clintons , '' '' it depends on what the meaning of 'is ' is . '' '' more if we do n't # semst ''",AGAINST,Negative,hillary clinton
@ tedcruz wo n't be there . i 'm supporting @ hillaryclinton for president . # lgbtrights # acaworks # semst,FAVOR,Positive,hillary clinton
"@ gideonhenry first scotus reaffirms obamacare , then it legalize gay marriage . your world is crumbling ! # semst",NONE,Negative,hillary clinton
what a huge win for america ! today is absolutely historic . # equalitywins # scotusmarriage # semst,NONE,Positive,hillary clinton
my sexy daddy obama had two wins this week . happy for him & democrats # semst,NONE,Positive,hillary clinton
@ todayshow hillary 's emails missing and incomplete ? who 'd of thunk it ? ? just trust me ! ! ! # semst,AGAINST,Negative,hillary clinton
@ vacanti @ samglover maybe a woman should be president . # semst,FAVOR,Positive,hillary clinton
today love won and hate was defeated . # morningjoe # unitedblue # semst,NONE,Positive,hillary clinton
"# obama is riding high ! ! # obamacare # lovewins # republicans tearing out their hair , whatever is left of it .. next is # scotus # semst",NONE,Positive,hillary clinton
thank you @ hillaryclinton for your support of the lgbt community . on this historic day i thank you for giving us hope . # semst,FAVOR,Positive,hillary clinton
"a black president , healthcare 4 all , marriage equality ... what 's next ? .. a woman president ? ! damn right ! # scotus # marriageequality # semst",FAVOR,Positive,hillary clinton
"rt @ muradguderian : democrats are red , obama is a communist , i 'm a true patriot , so stop hillary . # tcot # semst",AGAINST,Negative,hillary clinton
@ cbsthismorning emails missing and incomplete ? who 'd of thunk it ? i 'm above the law and the rest of you peons ! just trust me ! # semst,AGAINST,Negative,hillary clinton
who 's monica lewinsky 's favorite football player ? ha-ha clinton dix # semst,AGAINST,Negative,hillary clinton
"scotus dealt a blow to hillary clintons last campaign 'promise ' ... what is she running on now ? corruption , lies , and deceit . # semst",AGAINST,Negative,hillary clinton
"do america a favor , if you feel you must vote for a woman candidate , vote for # carly2016 who at least has integrity unlike # semst",AGAINST,Negative,hillary clinton
getting another @ hillaryclinton bumper sticker because # lovewins and 2 just was n't enough # semst,FAVOR,Positive,hillary clinton
@ pamnsc @ trphrophet @ ramblingmother thank you for rts ! ! ! # wakeupamerica # dumpboehner # ditchmitch # semst,NONE,Positive,hillary clinton
"@ gerfingerpoken2 he made a careless mistake , she deliberately broke many laws & still lies about it . # semst",AGAINST,Negative,hillary clinton
very excited to hear sen. klobuchar speak today ! # semst,NONE,Positive,hillary clinton
@ politibunny @ seja75 @ hubbit @ hillaryclinton i 'm voting in the democrat primary this year ... to support @ berniesanders . # semst,AGAINST,Positive,hillary clinton
my liberty depends on you being free too . president obama # semst,NONE,Positive,hillary clinton
@ nro does @ johnpodesta have any grasp on reality ? i need more than 140 characters to address someone as naive as this man . # semst,NONE,Negative,hillary clinton
@ jewboydonny oh i know he wo n't he effed himself over in the beginning # semst,NONE,Negative,hillary clinton
"i called everyone i knew and raised $ 17,000 from ex-boyfriends - sen. klobuchar # semst",NONE,Negative,hillary clinton
great that @ hillaryclinton attended # clementapinckney 's funeral today ! ! # semst,FAVOR,Positive,hillary clinton
"# wonderwoman movie , # themuppets tv show , # starwarsvii , # marriageequaility # obama . i guess i can leave social media now . oh wait # semst",NONE,Other,hillary clinton
@ politico remember when millions of gwbush 's emails went missing or deleted re iraq war and nobody had a hearing ? yawn ! # semst,NONE,Negative,hillary clinton
# lovewins on the day i get my hillary gear ! # yaaas # pride # semst,FAVOR,Positive,hillary clinton
@ thegirlwithfood though . but there are people saying they just are n't going to vote at all which is ridiculous so # semst,NONE,Negative,hillary clinton
rt @ zerlinamaxwell : huge cheer for universal child care and early childhood education . # semst,NONE,Positive,hillary clinton
hillary : stop pretending you were supporting the lgbt people when you opposed them until 2013 . you are a lying conniving human # semst,AGAINST,Negative,hillary clinton
@ tedcruz @ iamthewindowman get out of my state you bum ! # uniteblue # semst,NONE,Negative,hillary clinton
whatever is the gop going to do now with both marriage equality and the aca ? going to be fun to watch ! # semst,NONE,Negative,hillary clinton
@ occupycorruptdc she ai n't no ways tired of being a dumbass # semst,NONE,Negative,hillary clinton
"i am a crook ... and i like it , like it , yes i do # hillarycampaignslogan # wakeupamerica # stophillary2016 # specialreport # semst",AGAINST,Negative,hillary clinton
@ hillaryclinton pretty sure you 're gon na lose out on a lot of hypocritical # christian votes by pretending to care about # lgbt # semst,AGAINST,Negative,hillary clinton
"moving forward , our next focus should be making higher education more attainable and eliminating the gender pay gap # semst",NONE,Positive,hillary clinton
let 's shatter the glass ceiling ! - @ gerryconnolly # vadems # semst,NONE,Positive,hillary clinton
@ jerseykidpicks thank you sir . it 's an honor to hear it . usa for life . spread this for me . # rememberbenghazi2016 # semst,NONE,Positive,hillary clinton
"let 's make secretary clinton , president clinton - @ agmarkherring @ vademocrats # semst",FAVOR,Positive,hillary clinton
i think i 'll take @ jebbush over @ bobbyjindal now .. and that is scary to say . # badchristianvalues # semst,NONE,Negative,hillary clinton
@ kimkennedy4 thats why they still have no voting rights . # semst,NONE,Negative,hillary clinton
@ lanelewis thanks for the follow ! # thehrcsupervols for # semst,NONE,Positive,hillary clinton
`` sen. kaine ( d-va ) on # scotusmarriage : `` '' what a great victory ! # semst '',NONE,Positive,hillary clinton
"i am having a really tough time seeing any leaders running for potus , quess i will have to wait and see what happens . # semst",NONE,Negative,hillary clinton
hillary flew on private jet to speak to speak about income & equality . dinner plates were $ 2700.00 ! # equalityforall # pjnet # ccot # semst,AGAINST,Negative,hillary clinton
"you 're a idiot if you vote for hillary , her and obama are the epitome of what 's wrong with this country # benghazi # semst",AGAINST,Negative,hillary clinton
"despite today 's ruling , our struggle to end lgbt discrimination is also far from finished - @ hillaryclinton # virginiajj # semst",FAVOR,Positive,hillary clinton
"@ jeanelynn thank you so much for the follow and the fav , jeane ! ! ! gods ' best to you ! # wakeupamerica # semst",NONE,Positive,hillary clinton
my mom just told me she and my aunt want to volunteer on @ hillaryclinton 's campaign ! i support it ! # semst,FAVOR,Positive,hillary clinton
let 's bring prosperity to the line workers & to the kindergarten teachers ! ! ! - @ amyklobuchar # inspiredbyhillary # semst,FAVOR,Positive,hillary clinton
"you cant fix stupid , might not be able to vote them out either . # semst",NONE,Negative,hillary clinton
if i get killed . thank @ realdonaldtrump . i was tweeting mad crap about him . i do n't take it back . # semst,NONE,Negative,hillary clinton
amazing turnout @ thecenterlv . emotional crowd . rt if agree love wins . # fellowsnv # semst,NONE,Positive,hillary clinton
`` @ megynkelly anytime a liberal throws around words like `` '' truth is '' '' or `` '' reality is '' '' you know they 're about to lie ! # semst '',NONE,Negative,hillary clinton
@ buffalobill71 @ aramisfraino @ pamnsc thank you so much for favs and rts ! ! ! # wakeupamerica # semst,NONE,Positive,hillary clinton
@ therealjenappel im high on hashtags right now i cant help myself # mypresident # semst,NONE,Positive,hillary clinton
@ realdonaldtrump why is it that your clothing line is made in china ? can u say lier pants on fire ? # morningjoe # unitedblue # semst,NONE,Negative,hillary clinton
slowly slowly the debt crisis will implode nations currency # americadeadbrokesave the dollar now # semst,NONE,Negative,hillary clinton
# americadeadbrokeslowly slowly china wants the yuan to replace the u.s. dollar as the world 's new global currency . # semst,NONE,Negative,hillary clinton
@ hrcsnowshovel it must be hard work burying the @ hillaryclinton anti-lgbt rights record # lovewins # feelthebern # semst,AGAINST,Negative,hillary clinton
# hillaryclinton we 've all been waiting for your rainbow-striped pantsuit # fashionista # lovewins # semst,FAVOR,Negative,hillary clinton
@ jebbush you are set to lose if ur campaign is based on critics instead of proposing # bushfail # semst,NONE,Negative,hillary clinton
i always joke about anything political bc if i were serious i 'd end up offending people and not realize it . # semst,NONE,Negative,hillary clinton
my dad told me he 's voting for hillary . i 'm so proud . lol # semst,FAVOR,Positive,hillary clinton
@ dedicated_to_it i think the main problem is having your foot in your mouth in the first place . # semst,NONE,Negative,hillary clinton
well strung is what should happed the next time these hillary-loving ass douches encounter some trees . # redeye # semst,AGAINST,Negative,hillary clinton
i am just full of myself tonight # tofunny # funny # funnier # hilarious # hilaryduff # quotesoftheday # quotestoliveby # quotes # semst,NONE,Positive,hillary clinton
if i ever meet hillary clinton i will have died and then come back to life b/c i will be so happy # idol # semst,FAVOR,Positive,hillary clinton
"@ arforhillary @ hillaryclinton @ hillaryin2016 so proud of you ! soon , we will show who we really are . keep up the good work ! # semst",FAVOR,Positive,hillary clinton
@ hillaryclinton i 'd ask # hillaryclinton to stop lying about # benghazi & # clintonfoundation ties to # terrorist # muslim # isis . # semst,AGAINST,Negative,hillary clinton
@ hillaryclinton you flip/flopped on the gay marriage issue ; must be more votes available with your current view ? # semst,AGAINST,Negative,hillary clinton
"@ hillaryclinton more lies and hypocrisy . as senator of ny , you clearly said you were opposed to gay marriage . # semst",AGAINST,Negative,hillary clinton
@ hillaryclinton you have proven your dishonesty once again in flip flopping on this issue . people know you were opposed before . # semst,AGAINST,Negative,hillary clinton
@ laurenedicillo @ nbcnews @ dl34l and why are major media outlets not exposing hillary 's blatant flip flopping on this issue . # semst,AGAINST,Negative,hillary clinton
who 's ready for a day of action ? ! i know i am ! # fellowssc # semst,NONE,Positive,hillary clinton
@ drudge_report we have n't even had the elections yet . # semst,NONE,Negative,hillary clinton
"96 commit cards collected for hillary in greenville , sc so far ! # fellowssc # semst",FAVOR,Positive,hillary clinton
"headed to chester , sc for a big hillary canvass ! join me . wylie park 11-3 # semst",FAVOR,Positive,hillary clinton
save an intern .... keep bill & hillary out of the white house . # semst,AGAINST,Negative,hillary clinton
@ hillaryclinton where are the # lgbt pride condoms # billclinton used when he assaulted # monicalewinsky ? # hillaryclinton # tlot # semst,AGAINST,Negative,hillary clinton
fox news predicting 3 way marriage-gee we have the mormons for that ! # morningjoe # unitedblue # semst,NONE,Negative,hillary clinton
@ philadper2014 @ louisekatina hillary 's new campaign slogan is : hillary - nothing to hide but the truth ! # tcot # wakeupamerica # semst,AGAINST,Negative,hillary clinton
madam president clinton ; you have all the gays vote . # jarrid # semst,FAVOR,Positive,hillary clinton
@ debaterlife took me a minute to realize where this came from # semst,NONE,Other,hillary clinton
@ gerfingerpoken @ jjauthor one can only hope # semst,NONE,Positive,hillary clinton
@ recorwin she did n't even answer with a complete sentence lol . # legend # semst,NONE,Negative,hillary clinton
"gay marriage is a minor setback for fox news . tune in for a full collapse on november 8 , 2016 . lots of tears and broken hearts . # semst",NONE,Negative,hillary clinton
@ hillaryclinton so what 's your goal for setting up victims for # billclinton to assault ? # hillaryclinton # chelseasmom # tlot # semst,AGAINST,Negative,hillary clinton
thanks @ chefs4hillary for amazing noms for canvassing # fitn # semst,FAVOR,Positive,hillary clinton
@ lindasuhler and the sheeple will still vote for her # semst,AGAINST,Negative,hillary clinton
"one of hillary clinton 's biggest idols is margaret sanger , who called for the extermination of colored people . # semst",AGAINST,Negative,hillary clinton
@ foxnation that should have been done before she got rid of it ! ! ! # nohillary2016 # semst,AGAINST,Negative,hillary clinton
@ greg61032 @ carminezozzora @ ash_bell__ perfect definition of jibberish # uniteblue # semst,NONE,Negative,hillary clinton
"i need @ jamescarville & @ hillaryclinton to stop emailing me . i love you , but i need my space . # stillvotingforyou # semst",FAVOR,Other,hillary clinton
@ nytimes this will cost them the 2016 election . # semst,NONE,Negative,hillary clinton
"hillaryclinton next up for legalization : your pet goat , or your # pedophile neighbor 'dating ' the 9 year old next door .. # semst",AGAINST,Negative,hillary clinton
@ hillaryclinton will # pervert # billclinton be there if winner is teen girl ? # hillaryclinton # democrats # liberals # tlot # gop # semst,AGAINST,Negative,hillary clinton
when you fav supports the wrong candidate ( @ ladygaga ) # bernie2016 # semst,NONE,Negative,hillary clinton
"@ koolkat14215 haha , i love your header ! # semst",NONE,Positive,hillary clinton
"i hate hillary clinton and obama , please go die together thrown into the ocean get ripped into prices by sharks . # semst",AGAINST,Negative,hillary clinton
@ raging_d_rtr @ crimsonhotmess i 'm for change and equality # semst,NONE,Positive,hillary clinton
. @ theblacksphere # hillary took a # hypocriticaloath with a vow to do harm to all that cross her . are you # readyforhillary # gop2016 # semst,AGAINST,Negative,hillary clinton
@ lbush34 @ hillaryclinton just defending my girl hillary ! # semst,FAVOR,Positive,hillary clinton
@ larryelder the more republicans talk about social policy the better .... for # semst,NONE,Negative,hillary clinton
the only intelligent choice for usa is hillary clinton .... you can not afford to stay home ... you must vote and vote # uniteblue # semst,FAVOR,Positive,hillary clinton
"@ fuzislippers @ klsouth @ gdebenedetti yeah , she 's a real forward thinker ! lol # makeamericagreatagain # whyimnotvotingforhillary # semst",AGAINST,Negative,hillary clinton
@ libtardlimbaugh @ mex38tex @ nro thanks so much for this article ! # semst,NONE,Positive,hillary clinton
i got it ! i got it ! a hillary accomplishment ! she 's managed to stay out of prison despite a 30-year crime spree . # tcot # ocra # semst,AGAINST,Negative,hillary clinton
@ jebbush here are my thoughts on the ruling : keep your archaic non-science based beliefs out of the laws of our secular nation # semst,NONE,Negative,hillary clinton
"@ reince facts confirm what we knew . used server to prevent e-mails from becoming public records . like obama , no transparency . # semst",AGAINST,Negative,hillary clinton
republican candidates continuing to spread hatred and alienating the voters . hillary wins ! # lovewins # mikehuckabee # rubio2016 # semst,FAVOR,Negative,hillary clinton
hillary clinton might end up having my vote . she 's been tackling so many issues that america needs to face . # semst,FAVOR,Positive,hillary clinton
apple and walmart = made in china why does our country continue to sell us out to china in every way possible ? # applemusic # semst,NONE,Negative,hillary clinton
if hillary wins the election there 's a chance we might move to australia . # hillary4pres # semst,AGAINST,Negative,hillary clinton
@ ghostseven77 we have a troll ! # morningjoe # unitedblue # semst,NONE,Negative,hillary clinton
`` dick morris : @ hillaryclinton is `` '' fundamentally corrupt '' '' . he should know ! # copolitics # wcs15 # semst '',AGAINST,Negative,hillary clinton
@ westonmartinez @ crazytas62 cruz needs to autograph bomb # semst,NONE,Other,hillary clinton
"@ cideloisa @ digginglamb thank you so much for rts and favs , eloisa and thomas ! ! ! # wakeupamerica # semst",NONE,Positive,hillary clinton
my how times have changed : @ martinomalley has focused his attacks on @ berniesanders not @ hillaryclinton # semst,NONE,Other,hillary clinton
@ moser_kristen i love how you pay more attention to the democratic candidate than you own republican candidates # knowtheenemy # semst,NONE,Negative,hillary clinton
& i bet that @ hillaryclinton is thee best choice for president in 2016she 's the next best one for the people # vote # semst,FAVOR,Positive,hillary clinton
ca n't wait to get my # yaaashillary shirt ! @ hillaryclinton # semst,FAVOR,Positive,hillary clinton
@ realdonaldtrump @ whoopigoldberg @ univision # voteforhillary @ hillaryclinton is n't racist . a leader who demands # equalityforall # semst,FAVOR,Negative,hillary clinton
@ dhz26 i love a good sale . money well spent . 2 birds with 1stone . # lovewins # semst,NONE,Positive,hillary clinton
h stands for holding back e-mails belonging to # wethepeople # obstructingjustice # wakeupamerica # hillaryliesmatter # unitebiue # semst,AGAINST,Negative,hillary clinton
"bernie or hillary ? prefer bernie but hillary fine . either way , dems got ta stand together in 2016 . # feelthebern # semst",FAVOR,Positive,hillary clinton
"# hillaryclinton might want to book smaller venues for her rallies , if not many empty seats will be seen on tv , that 's bad lol # semst",AGAINST,Negative,hillary clinton
@ wntonight i love bernie because he ai n't # semst,NONE,Positive,hillary clinton
"`` night , sleep tight , do n't let hillary bite . says @ tony_tickets `` '' nightmares '' '' is all i say . # semst ''",AGAINST,Negative,hillary clinton
@ foxandfriends how could we support it if it was secret ? ? ? # nohillary2016 # semst,AGAINST,Negative,hillary clinton
"why is hrc so popular ? this deceptive socialist accomplished nothing . is only wife of an impeached president , who enabled ubl . # semst",AGAINST,Negative,hillary clinton
2016 is going to be a great year . rush limbaugh 's contract is over and he will be dropped by so many . liberal victory # stoprush # semst,NONE,Negative,hillary clinton
@ hillaryclinton r u desperate or what ? 3rd hillary tweet on my timeline 2day . not gon na vote 4 u ! # semst,AGAINST,Negative,hillary clinton
@ awj9009 not at all i think the statute of limitations has expired plus i can always have a driver ala # semst,NONE,Other,hillary clinton
`` never vote for @ ricksantorum `` '' for the survival of our country '' '' # lovewins # semst '',NONE,Negative,hillary clinton
@ voxdotcom # wgn # wgntv - now mentions romney ? # hillary care = romney care = # obamacare -- now public option for all # semst,NONE,Negative,hillary clinton
@ bdabs888 let 's go shoot your now today . # semst,NONE,Negative,hillary clinton
"i guarantee hillary could care less about black rights . if obama did , blacks would n't be in the same predicament still . # semst",AGAINST,Negative,hillary clinton
"hillary lies , yet people still desire her as the president of the united states . # sad # semst",AGAINST,Negative,hillary clinton
@ 17leete17 hahaha . he is some kind of special .. this is why hillary 's going to win ! hahaha . # semst,FAVOR,Negative,hillary clinton
@ realdonaldtrump @ malachinorris lol ! ! ! ! that is one of the funniest things i 've heard in a while ! ! ! ! # semst,NONE,Positive,hillary clinton
remember back when # crackerbarrel gave in 2 # politicalcorrectness over # duckdynasty ? # wakeup # nascar b4 it 's to late # tcot # semst,NONE,Negative,hillary clinton
will the media ever get real with hillary ? # 2016 # benghazi # clinton # semst,AGAINST,Negative,hillary clinton
"last week = life ( obamacare , gay marriage ) today = death ( air pollution , lethal injection ) elections matter , y'all . # scotus # semst",NONE,Negative,hillary clinton
do you know what would really piss . @ hillaryclinton off ? . @ vp . @ joebiden runs against her . lmao ! # wakeupamerica no longer is # semst,AGAINST,Negative,hillary clinton
is there a govt restart button ? someone needs to push that thing . # rememberbenghazi2016 # patriotswillrise # semst,NONE,Negative,hillary clinton
"bad punning gets worse , not better , over time . remember that , america # semst",NONE,Negative,hillary clinton
"# putin , the last thing the us needs right now is another # clinton or # bush in the white house . we 're a dynasty now ? # jeb2016 # semst",AGAINST,Negative,hillary clinton
hillary 's new campaign slogan is : hillary - nothing to hide but the truth ! # tcot # wakeupamerica # semst,AGAINST,Negative,hillary clinton
@ gop of course @ hillaryclinton is silent . that insures she does n't have 2 stand 4 anything & less chance of offending voters # semst,AGAINST,Negative,hillary clinton
do n't you someday want to see a well qualified candidate by the president of the united states ? # reflectinghillary # semst,FAVOR,Positive,hillary clinton
"it 's monday night , do you know where your hillary supporters are ? in rock hill at our amazing phone bank ! come join ! hillaryforsc # semst",FAVOR,Positive,hillary clinton
casually hangin ' with @ hillaryclinton on a conference call while taking a break at # acuhoi . # semst,FAVOR,Positive,hillary clinton
our queen city is currently infested w/ out-of-state plate priuses driven by millennials w/ hillary bumper stickers . # mht # semst,AGAINST,Negative,hillary clinton
gwen being a good leader and training a new volunteer in rock hill. ! # fellowssc # hillaryforsc # semst,FAVOR,Positive,hillary clinton
`` # democrat2014slogans : `` '' why work ? when you can vote democrat - twice ! '' '' # tcot # semst '',AGAINST,Negative,hillary clinton
@ hillaryclinton yes i can and will . # semst,FAVOR,Positive,hillary clinton
@ hillaryclinton yes ! i am chipping in 5 $ because we have faith in you . # semst,FAVOR,Positive,hillary clinton
@ andreatantaros @ 3coffeesplez wtf ? this just keeps getting crazier ! # semst,NONE,Negative,hillary clinton
"apparently , @ berniesanders fans do n't like to see hillary 's name even implied . # shewhoshallnotbenamedbecausesheswinning # semst",FAVOR,Negative,hillary clinton
fantastic emmet county dem meeting tonight in estherville . glad to meet some @ hillaryclinton supporters ! # semst,FAVOR,Positive,hillary clinton
"gay rights are human rights , and human rights are # gayrights - @ hillaryclinton # hillaryforamerica # semst",FAVOR,Positive,hillary clinton
i think it 's funny people think bernie can take on hillary and bill # semst,FAVOR,Negative,hillary clinton
as much as @ berniesanders 's poll numbers have jumped i still have hillary winning the dem . nomination . # semst,FAVOR,Positive,hillary clinton
@ philglutting @ megadreamin thank you so much for rt and fav ! ! ! # wakeupamerica # rubio2016 # cruz2016 # semst,AGAINST,Positive,hillary clinton
@ marcorubio will not let our enemies take advantage of us like obama is doing & hillary will do ! @ teammarco # newamericancentury # semst,AGAINST,Positive,hillary clinton
just think how many emails hillary clinton can delete with today 's # leapsecond # semst,AGAINST,Negative,hillary clinton
the kind of gov that liberals promise you can only be achieved and sustained with a conservative government . # heatwave # tcot # semst,AGAINST,Positive,hillary clinton
@ timenout is there anything about the clintons that is not fraudulent ? # semst,AGAINST,Negative,hillary clinton
@ hillaryclinton > since trickle down economics has failed when was the last time a poor person created jobs ? # semst,AGAINST,Negative,hillary clinton
@ petefrt that woman is so corrupt she ca n't even have a truthful thought . # semst,AGAINST,Negative,hillary clinton
it 's official . every single # gop member is now a candidate for # potus . who needs # leadership when you have a # soapbox ? # semst,AGAINST,Negative,hillary clinton
`` so glad @ chrischristie has announced his candidacy - fits right in with all the other `` '' qualifies '' '' republicans on the list . # semst '',AGAINST,Negative,hillary clinton
"`` hillary claims to be a `` '' champion '' '' of the middle class , but @ randpaul tax plan cuts the fica tax , benefiting the middle class . # semst ''",AGAINST,Negative,hillary clinton
it is offensive when the mexican flag flies on us soil . california state capital . # lovewins # univision # foxnews # donaldtrump # semst,AGAINST,Negative,hillary clinton
can anyone name the jobs # hillaryclinton has been responsible for creating .. even her security is an entitlement ... # semst,AGAINST,Negative,hillary clinton
"@ leahr77 @ drmartyfox > with continued # obama 's & @ thedemocrats admin policymaking , # usa will become # greece ! # wakeupamerica # nj # semst",AGAINST,Negative,hillary clinton
@ johnpodesta @ hillaryclinton awesome every true chef needs this .. go hillary # semst,AGAINST,Positive,hillary clinton
@ correctrecord is quite obsessed with emails and transparency . why did hillary clinton destroy her emails ? # clintonemail # semst,AGAINST,Negative,hillary clinton
@ logan_rtw i agree with her previous stance ; and i 'm sure she still believes in what was said before . # semst,AGAINST,Positive,hillary clinton
@ hillaryclinton hahahaha how much are you going to charge them ! ! ! ! # nohillary2016 # semst,AGAINST,Negative,hillary clinton
# askbobby do you think # hillaryclinton has turned over all of those emails on her private server she destroyed ! # semst,AGAINST,Negative,hillary clinton
@ foxnews we just have to hang in there long enough that this idiot does n't completely destroy the country # semst,AGAINST,Negative,hillary clinton
# askbobby would you blame an obscure film maker for the death of # usambassador in # benghazi like # semst,AGAINST,Negative,hillary clinton
i feel confident that @ hillaryclinton will win in 2016 . # semst,AGAINST,Positive,hillary clinton
"@ asphaultangel13 afterall , they 're just a poor black family trying to pay the bills ! @ crousselle # whyimnotvotingforhillary # tcot # semst",AGAINST,Negative,hillary clinton
great day in emmetsburg meeting with # hillaryclinton supporters and learning more about important issues in palo alto county # semst,AGAINST,Positive,hillary clinton
"is a eric holder making 7 figures in the financial industry he protected from prosecution , yet ? why do libs love 1 % ers ? # semst",AGAINST,Negative,hillary clinton
fashion news : hillary has a new clothing line coming out called flip flops r us # tcot # benghazi # semst,AGAINST,Negative,hillary clinton
@ jami_usa i 'm just hoping we do n't have to resurrect the no h8 for hillary 's second term . # semst,AGAINST,Negative,hillary clinton
u missouri at kc got chelsea caus hils cost too much . chels could arrive w/ mom - no xtra charge . @ hillaryclinton # semst,AGAINST,Negative,hillary clinton
@ govchristie ca n't even run nj and wants to be president ? i 'd vote for him before @ hillaryclinton # semst,AGAINST,Negative,hillary clinton
"rt @ hillaryhaikus : # ready because one day girls will say : i want to be president , too . # readyforhillary # haiku # semst",AGAINST,Positive,hillary clinton
@ phxken shocked she did n't burst into flames ! # wakeupamerica # makeamericagreatagain # semst,AGAINST,Negative,hillary clinton
so @ adamparkhomenko met @ oliviawilde . there are n't enough words to describe my envy haha # semst,AGAINST,Positive,hillary clinton
@ robin45208 @ c4constitution thank you so much for rts ! ! ! # wakeupamerica # semst,AGAINST,Positive,hillary clinton
republican donors have numerous candidates to put their money on . dems basically have one . we 're gon na get killed financially . # semst,AGAINST,Negative,hillary clinton
can @ davidcorndc help cuckold conservatives win in 2016 ! more cuckoldry please ! # christie2016 # donaldtrump # uniteblue # p2 # semst,AGAINST,Positive,hillary clinton
chris christie for president ? hahahahaha ! i do n't think so ! @ hillaryclinton # clinton # hilary # semst,AGAINST,Negative,hillary clinton
@ megynkelly hahahaha combed through emails ! ! ! bunch of scumbags ! ! ! # nohillary2016 # semst,AGAINST,Negative,hillary clinton
loved talking with yvette today about education and women 's voices in politics . ca n't wait to see her on caucus day ! # fellowsia # semst,AGAINST,Positive,hillary clinton
`` # benghazi wait did i say `` '' thank god ? '' '' voters ? sry ! ! mt ! ! i meant `` '' thank goodness ! '' '' no offense intended ! # # tcot # semst '',AGAINST,Negative,hillary clinton
@ pikester45 exactly what i do n't want to see happen in america . # semst,AGAINST,Negative,hillary clinton
"@ lawrence @ thelastword there is no enthusiasm gap , mr. lawrence ! - @ thehrcsupervols @ jw4hillary @ kimfrederi # hillarymen # semst",AGAINST,Negative,hillary clinton
@ hlllary @ toniforasm hillary for prez = obama 's third term and that 's the last thing we need ! ! # semst,AGAINST,Negative,hillary clinton
@ businessinsider one thing that 's painful is the mindless minutiae her strap hanging cling-ons force her to endure . # huma # semst,AGAINST,Negative,hillary clinton
the guy in the multicolored shirt looks chi as fuck . # semst,AGAINST,Positive,hillary clinton
insurgent . what will happen if hillary becomes dictator in chief . # semst,AGAINST,Negative,hillary clinton
how can we expect u to make good financial decisions for the us if u ca n't manage ur own multimillion $ salary so ur not broke # semst,AGAINST,Negative,hillary clinton
"@ liars_never_win @ hillaryclinton shhh , go get me an iced tea ..... # semst",AGAINST,Negative,hillary clinton
@ foxnews @ govchristie @ hillaryclinton actually she should be disqualified from running ! how many scams and ethics problems now ? # semst,AGAINST,Negative,hillary clinton
# christie2016 you ca n't claim # bridgegate was n't your fault when you were the man behind the wheel . # gop # teaparty # tcot # dem # semst,AGAINST,Negative,hillary clinton
@ debber66 @ andersondrlja she will be a # centerhitler . # semst,AGAINST,Negative,hillary clinton
"@ hillaryfornv @ misslynnetteh 2 hours left , let 's chip in $ 5 , nevada ! # raisethenewpotus # semst",AGAINST,Positive,hillary clinton
how anyone can believe a single word that comes out of that woman 's mouth is beyond me ... # semst,AGAINST,Negative,hillary clinton
rt @ waitingforahero : 2nd tweet- # potus2016 candidates # guncontrol read article-esp # jebbush ( make # gunviolence worse ) & # gunsen ... # semst,AGAINST,Negative,hillary clinton
@ hillaryin2016 hey i just checked your blog . kudos ! keep it up ! # semst,AGAINST,Positive,hillary clinton
"the owner of univisin , donated as much as $ 25 million to the clinton foundation , his wife sits on its board # univision # trump # semst",AGAINST,Negative,hillary clinton
hillary had just enough time to doctor her email inbox to her advantage before releasing them .... hahaha # justkidding # semst,AGAINST,Negative,hillary clinton
". @ davelevinthal operating a shredder , now @ hillaryclinton is way more adept at using that ! # wakeupamerica # tcot # ohhillno ! # semst",AGAINST,Negative,hillary clinton
"@ theblaze gee , what a busy schedule she had . # semst",AGAINST,Other,hillary clinton
so you 're used to the @ ap calling for your approval before running a story @ davidaxelrod ? # likehillary # hillaryemails # semst,AGAINST,Negative,hillary clinton
"white , middle-aged men did a pretty good job leading this country for 230 yrs . racist ? sexist ? no , i 'm a realist . # semst",AGAINST,Negative,hillary clinton
it 's more than mistakes ... with # hillaryclinton lying and cover-ups are a way of life . @ normansie @ n2toom # tcot # uniteblue # semst,AGAINST,Negative,hillary clinton
