Text,Stance,Sentiment,Target
`` m : feminists need to growa sense of humor w : okay . ( sips from `` '' male tears '' '' mug ) m : aaigh ! misandreeeeeeeeeee # yesallwomen # semst '',AGAINST,Negative,feminist movement
"those who resist against feminism before us 2016 election , should not be killed . they should be raped to death ... # uselections # semst",FAVOR,Negative,feminist movement
feminism is not just about women ; it 's about letting all people lead fuller lives ~ @ janefonda # life # semst,FAVOR,Positive,feminist movement
so if i find a woman attractive i 'm an objectifying pig . if i do n't find her attractive i 'm a shallow pig . # semst,AGAINST,Negative,feminist movement
"`` @ agratha feminist logic : `` '' be awesome or you 're a piece of shit '' '' . nice . you should learn what patriarchy means , dumb shit . # semst ''",AGAINST,Negative,feminist movement
i wonder when my feminism top is gon na arrive .. i need a bit of happiness with the stress of studying # collegelife # semst,FAVOR,Positive,feminist movement
pope francis : christians should support equal pay for equal work # popefrancis # worldnews # society # women # semst,FAVOR,Positive,feminist movement
@ whenindoubtdo the trigger levels are over 9000 # semst,NONE,Other,feminist movement
"@ andybud_o the mito eve model does not explicit prove 1 ancestor , it narrows down similarities to a matter of a degree ... # semst",NONE,Other,feminist movement
kristen stewart : 'hollywood is disgustingly sexist ' # kristenstewart # cloudsofsilsmaria # culture # women # semst,FAVOR,Negative,feminist movement
"hooks says that we continue , even though it 's hard and causes pain , because of those people we look to # whatawoman # bellhooks # love # semst",FAVOR,Negative,feminist movement
male rape is one of the most under-reported crimes ; male rape survivors are among the most under-served crime victims . # semst,NONE,Negative,feminist movement
the statistics show that male victims of rape are more likely to be straight than gay . # semst,NONE,Other,feminist movement
this # maritalrape law if misused dont give any scope to men to prove their innocence.even honest men can be trapped & slaughtered . # semst,AGAINST,Negative,feminist movement
rt @ weneedfeminism : my school taught us about the penis but never mentioned the clitoris # semst,FAVOR,Negative,feminist movement
"if you 're a feminist , stop whining on the internet and step up your game . guys in baltimore riot for their cause . get shit done . # semst",AGAINST,Negative,feminist movement
@ proteinworld do n't worry about all these feminists . any press is good press . i will be ordering products . soon . # semst,AGAINST,Positive,feminist movement
@ body_in_mind sjws prove that people are perfectly capable of acting against metaphysically given reality . # gamergate # semst,NONE,Negative,feminist movement
@ fashionopolis you just gained a new follower ! the # misogynist # maritalrapedebate views has got me outraged ! # semst,FAVOR,Positive,feminist movement
@ fxckyoustagram u have no reason to need feminism in the 1st world.u are equal . stop trying to make a case for victimhood . # semst,AGAINST,Negative,feminist movement
@ thomas_ral : most feminists do n't know what they are fighting for ? ! most ego maniac 's who want they 're 15 minutes of fame . # c4news # semst,AGAINST,Negative,feminist movement
upload sexually provocative pics up for all to see . but if someone you are n't attracted to looks it 's harassment ? right # semst,AGAINST,Negative,feminist movement
`` one time i said girls do n't like being called sluts to a guy and he said `` '' you ca n't speak for everyone # semst '',FAVOR,Negative,feminist movement
"all men accused of rape should be immediately castrated , no questions asked . # rapeculture # heforshe # semst",FAVOR,Negative,feminist movement
@ riotchildarmy even though we all know which gender is superior . = ) # semst,FAVOR,Positive,feminist movement
dear feminists why do n't you expel the man-haters poisoning your feminism ? why you admire them ? # gamergate # noty ... # semst,AGAINST,Negative,feminist movement
"@ brandileighhhhh its called sexual coercion , and it is the same as rape . # rapeculture # semst",FAVOR,Negative,feminist movement
"i am not free while any woman is unfree , even when her shackles are very different from my own audre lorde # feminist # semst",FAVOR,Negative,feminist movement
"wan na hear the two funniest words in the english language right now ? feminist fellowship . geddit ? fell , ow , ship ? # semst",AGAINST,Negative,feminist movement
this just in : pop culture still hates women . # semst,FAVOR,Negative,feminist movement
because young girls are told not to be raped instead of telling boys not to rape # semst,FAVOR,Negative,feminist movement
because the united states is one of the only countries that does n't give paid maternity leave # semst,FAVOR,Negative,feminist movement
"`` because women are seen as `` '' soft , '' '' `` '' weak , '' '' and `` '' emotional '' '' in the eyes of male politicians # semst ''",FAVOR,Negative,feminist movement
because all human beings are created equally by nature . # semst,FAVOR,Positive,feminist movement
@ un_women @ womenundrsiege @ osce_rfom it should be considered a hate crime if someone makes a threat against a woman . # semst,FAVOR,Negative,feminist movement
women who falsely accuse men of rape do not care about exploting the suffering of real rape victims . # gamergate # semst,AGAINST,Negative,feminist movement
"`` if the olympics were 100 % feminist , the men 's division would be erradicated for `` '' equality '' '' # gamergate # semst ''",AGAINST,Negative,feminist movement
woman : you see me as a sex object ! me : you see me as an atm . # semst,AGAINST,Negative,feminist movement
@ njaniboy99 @ omercayir1 @ sahil_handa_ i do n't ever need a man # yesallwomen # semst,FAVOR,Negative,feminist movement
dateoffcampus : now part of the regular lineup # spankafeminist # feminazi # mra # fak ... # semst,AGAINST,Negative,feminist movement
kwink884 thewtfmagazine gamers are fatophobes . ever notice there are no morbidly obese characters in video games ? # gamergate # not ... # semst,NONE,Negative,feminist movement
"@ toasterhead : @ blueeyedgagal @ soxmom47 @ babbsgirl2 mind your own business , cunt . did the batteries in your bob die ? # semst",AGAINST,Negative,feminist movement
women should come with a money-back guarantee . if this does n't work out because you 're a dumb bitch i should get my money back . # semst,AGAINST,Negative,feminist movement
`` petition for journalists to stop using `` '' man up '' '' when they mean `` '' demonstrate resilience and mental toughness # semst '',FAVOR,Negative,feminist movement
it 's frustrating & awful that the only voices getting access to a wider audience are the voices of hate . # confederateflag # race # semst,NONE,Negative,feminist movement
pls do n't h8 me my last tweet was obviously a joke # luv # rightsforall # semst,NONE,Negative,feminist movement
were even is the clifford on a virginia ? # stophidingit # semst,NONE,Negative,feminist movement
"@ jordanelliott_ slut is a word made to degrade women , we should n't degrade anyone - it 's their body 's they can do what they like # semst",FAVOR,Negative,feminist movement
"@ luisaomielan amazing show in leicester tonight , best comedy show i 've ever seen , incredible ! # upgradeyourself # semst",NONE,Positive,feminist movement
"i 'd rather share the road with a man who just pulled an all nighter and blew a .2 than a sober , well rested , woman . # equality # semst",AGAINST,Negative,feminist movement
"i like how rape is one of the most under reported crimes , but the unreported incidents are usually females raping males . but hey . # semst",AGAINST,Negative,feminist movement
`` i 'll gladly accept my face on `` '' the least used of the most used bills '' '' # neversatisfied # semst '',NONE,Negative,feminist movement
i wish people would understand that true feminists want equality for everyone ( even men ) not just girls . # semst,FAVOR,Positive,feminist movement
"if the confederate flag offends you , good . stop making things # politicallycorrect # semst",NONE,Negative,feminist movement
"it 's not a pleasant world , where if you disagree with feminists , you have to fear for your life and freedoms # semst",AGAINST,Negative,feminist movement
stop with the male animators we want female animators # semst,FAVOR,Negative,feminist movement
# feminists gave women the right to vote . # feministsareliars nevermind 2/3 of men that voted to give them that right . # semst,AGAINST,Negative,feminist movement
rt viviennedenue : code to hack and evil to destroy . time to get back to work and kick some ass . # gamedev # femaleprotagonist # cybe ... # semst,FAVOR,Negative,feminist movement
done with crime shows making rape about the father instead of the victim # semst,FAVOR,Negative,feminist movement
and when men can only empathize if they picture their daughter going through the same thing . # semst,FAVOR,Negative,feminist movement
"@ mrrepzion this lady on yt is right , radical feminist have the loudest voices while normal , logical feminist are being outspoken . # semst",FAVOR,Negative,feminist movement
@ equalforwomen why r u on twitter get back in the kitchen # feminist # feminazi # powertowomen # equality # semst,AGAINST,Negative,feminist movement
"everfetching : i wan na chat with a feminist , or a feminazi at the the moment . just to hear sides ya know ? # feminist # feminazi # semst",NONE,Negative,feminist movement
"rt @ lzats : do you know what women should stop wearing after age 30 ? nothing . women can wear whatever they want , no matter how old . # semst",FAVOR,Negative,feminist movement
`` dear feminists the problem with abortion is not `` '' too many rapes '' '' it is too much fucking without condoms # gamergate # semst '',AGAINST,Negative,feminist movement
multiple abortions means feminists are not using the contraceptives they themselves demanded . # gamergate # semst,AGAINST,Negative,feminist movement
multiple abortions is one of the few mistakes in life where you are not expected to learn . welcome to feminism . # semst,AGAINST,Negative,feminist movement
"`` if feminists were honest `` '' i do n't want to learn skills , i want others to work under my name . '' '' # gamergate # semst ''",AGAINST,Negative,feminist movement
"it is not up to you to contemplate getting fired , feminists will get you fired @ mercurial891 @ mgtowknight # gamergate # semst",AGAINST,Negative,feminist movement
"gender research helps to develop nursing research theoretical frameworks , concepts and methodology . @ genderanded # research # semst",NONE,Positive,feminist movement
`` i only ever see `` '' meritocracy is a myth '' '' being pushed by people with no skills trying to buddy-buddy their way to the top . hmm . # semst '',NONE,Negative,feminist movement
"with hillary 's lead over sanders narrowing , how long before bernie is accused of misogyny ? # tcot # semst",AGAINST,Negative,feminist movement
@ thosegoodvlbes wtf what about single fathers # semst,AGAINST,Negative,feminist movement
"meritocracy is only oppressive against the incompetent - if you believe it 's sexist , you are the sexist one # therealkind # semst",AGAINST,Negative,feminist movement
it 's not just # matildas that get paid less than their male counterparts ... it 's all women 's sports- and in fact all women # semst,FAVOR,Negative,feminist movement
hate when girls turn into bitches because a guy tells them they look good without make up ... thats a compliment ? ! ! ? ? ! ? ? ? ? # semst,AGAINST,Negative,feminist movement
@ _aimless the friend of my enemy is my pizza delivery guy . # vegans # blessed # semst,NONE,Positive,feminist movement
`` anti- # gamergate people who say gg is about `` '' zoe quinn '' '' are defending domestic abuse . # notyourshield # womenagainstfeminis ... # semst '',AGAINST,Negative,feminist movement
i 'm glad i was able to raise my kids n a time when my educated mothering decisions for my family were not vilified . # nonvaxxerhere # semst,AGAINST,Negative,feminist movement
the problem with liberals ' tolerance is that it is only extended to those who agree with them # tcot # semst,NONE,Negative,feminist movement
feminists spread misandry . always try two create gender conflicts . # feminismiscruelty # dontmancriminate # semst,AGAINST,Negative,feminist movement
the meaning of peace is the absence of opposition to socialism . # gamergate # semst,NONE,Negative,feminist movement
recenter your world . be the captain of your ship . the author of your life story . # semst,NONE,Positive,feminist movement
i should n't have to be holding a man 's hand to be left alone on the street . # catcalling # streetharassment # equality # semst,FAVOR,Negative,feminist movement
keep the fight going for justice in all our communities # lgbtrights # blacklivesmatter # justiceformuslims # hispanicgirlsunited # semst,NONE,Positive,feminist movement
@ ricky_vaughn99 why is it called history and not herstory ? ! # semst,FAVOR,Negative,feminist movement
it 's funny how the # government wants to fix the # gay problems but what about the straight people problems # semst,NONE,Negative,feminist movement
mother and i were laughed at by first graders because mother threw a bug on me and we both screamed and ran away # strongwomen # semst,NONE,Negative,feminist movement
"`` . @ gloriasteinem said , `` '' women are not going to be equal outside the home until men are equal in it . '' '' do you agree ? # antifeminism # semst ''",AGAINST,Negative,feminist movement
@ natee909 @ victoria_abii nah abi gon na get married to a rich white guy and gon na give me half of the money when they 're divorced # semst,NONE,Negative,feminist movement
"@ camerongreen22 young man , stop wearing your sister 's clothes and makeup . you look ridiculous . # spankafeminist # semst",AGAINST,Negative,feminist movement
now let 's raise the pay for females and make it equal to what men get payed # eaquality # semst,FAVOR,Positive,feminist movement
@ cb_printer @ adamnick_nick @ victorymonk feminists want special right not equal right . do n't b a feminist # feministcruelty # semst,AGAINST,Negative,feminist movement
"@ prolifeaction nope , no more adultery now than 100 years ago or 600 years ago . sorry facts do n't fit your narrative . # prochoice # semst",NONE,Negative,feminist movement
"@ curlychloe_ psst , it ca n't get anymore equal so .... now it is a joke ! # spankafeminist # dontmancriminate # feminist # semst",AGAINST,Negative,feminist movement
@ occupycourt family court is not a court . it is inquisition . # feminazis # semst,AGAINST,Negative,feminist movement
"@ meninisttweet why do white women pretend to ne black , lies aboit dad & family instead going to the mental hospital ? # semst",NONE,Negative,feminist movement
"after a gr8 day for us equality , i think of the girls who pose with @ danbilzerian ; setting female equality back 40yr # gaymarriage # semst",FAVOR,Negative,feminist movement
"@ arristotlee thank you , # progressive-minded pursuers of familial and societal dystopia . # democrats # liberals # semst",NONE,Negative,feminist movement
im a strong independent black woman who do n't need no daddy # lol # girlpower # semst,FAVOR,Positive,feminist movement
i think if australia had a female pm n female majority mps # marriageequaility would be legal here now # auspol # semst,FAVOR,Negative,feminist movement
charlotte church interviewing pussy riot at # glasto2015 # fuckyeahglasto # semst,NONE,Negative,feminist movement
congratulations to america for overcoming 1 battle for # equality . now let 's have women & all races treated equally # alllivesmatter # semst,FAVOR,Positive,feminist movement
@ lucypalmreports i do n't need feminism because i am pretty # semst,AGAINST,Negative,feminist movement
"`` ca n't win for trying on @ h1z1game . either `` '' trying too hard for help '' '' or `` '' only winning because of the guys . '' '' seriously , f off . # semst ''",NONE,Negative,feminist movement
i need feminism because i ca n't walk three blocks without getting cat called and a man asking me to get in his car . # semst,FAVOR,Negative,feminist movement
wow . why is gay marriage legal but lesbian marriage is n't ? ! what the fuck @ potus fix this now # semst,NONE,Negative,feminist movement
feminism is built on hatred . nothing to do with equality or any other humanitarian grounds # don'tmancriminate # semst,AGAINST,Negative,feminist movement
@ 70kha @ scroll_in we ca n't pass judgements and offer advice on issues like hijab as if they belong to subaltern cultures . # semst,NONE,Negative,feminist movement
# feminists : calling other people bad names wo n't turn them into feminists.you 're shooting yourselves in the foot . # sexism # antisjw # semst,AGAINST,Negative,feminist movement
`` friendly reminder that the `` '' gender pay gap '' '' is a myth . # semst '',AGAINST,Negative,feminist movement
ruth_blane : _anavgjoe_ : rt ruth_blane : ruth_blane : ruth_blane : ruth_blane : reversedowry : rt manojmane : take this ! ! # feminazi # sc ... # semst,AGAINST,Negative,feminist movement
_anavgjoe_ : rt ruth_blane : bansalsatnam : rt ruth_blane : reversedowry : rt ruth_blane : manojmane : take this ! ! # feminazi # scrap498a ... # semst,AGAINST,Negative,feminist movement
rt @ kennywarner : look for our latest indiegogo campaign coming out soon to help turn young girls into great leaders . # womensrights # semst,FAVOR,Positive,feminist movement
@ gelijkis my hat is seriously off to all those who made beijing such a breakthrough . we do n't say thank you enough ! # womensrights # semst,FAVOR,Positive,feminist movement
rt @ mrkrusader : @ attorneybharti @ timesnow @ ndtv @ abpnewstv this is a typical example of # misandry and # scrap498a # 498a # fakecases ... # semst,NONE,Negative,feminist movement
it 's not about making women stronger . women are already strong . it 's about changing the way the world perceives that strength ! # semst,FAVOR,Positive,feminist movement
"even if i did n't love @ taylorswift13 's music , i 'd still be a fan . she 's a brilliant young woman . # semst",NONE,Positive,feminist movement
the single biggest stimulus the economy can have is equal pay . - gloria steinem # alaac15 # semst,FAVOR,Positive,feminist movement
pop quiz : whats the greatest fear of the oppressor ? # humanrights # blacklivesmatter # semst,NONE,Negative,feminist movement
@ jayalessandra yeah ! i do n't need feminism as i like it when my boyfriend chips in on food shops.also i am too pretty.obvs # semst,AGAINST,Positive,feminist movement
i do n't buy a dress that i ca n't completely zip up and fasten on my own . # semst,NONE,Other,feminist movement
"@ dfoxtrot15 @ feminismislies so labeling womne ? omg sexism ! labeling men ? well , most men are like that , so ... # semst",AGAINST,Negative,feminist movement
men want women to take their name in marriage for male pride . because female pride does n't matter . # genderequality # semst,FAVOR,Negative,feminist movement
i think it 's okay for a woman to take a mans name if she wants to . # genderequality # semst,FAVOR,Positive,feminist movement
`` if we have equality women would n't be expected to submit to the `` '' traditions '' '' of marriage . # genderequality # semst '',FAVOR,Negative,feminist movement
"`` watch colors code red now . it shows how a newly wedded wife con 's the family . , '' '' con bride '' '' # colors # scrap498a # semst ''",NONE,Negative,feminist movement
downvoting my youtube videos is hateful and sexist ! # gamergate # femfreq # radicalbytes # videogame # gaming # semst,FAVOR,Negative,feminist movement
tumblr made me slightly transphobic and misogynistic . # tumblr # semst,NONE,Negative,feminist movement
@ womenspowerhub @ alessandrocynic the fact you asked someone you blocked if they were now happy ..... # spankafeminist # semst,AGAINST,Negative,feminist movement
i dont need white privillaged men coming up to me telling me my beliefs and fashion are unacceptable # furry # feminist # semst,FAVOR,Negative,feminist movement
@ tesco @ tescomedia @ tescofood disgusted to see you were selling dvds of 'fifty shades of grey in your chillingham road branch # semst,NONE,Negative,feminist movement
@ sass_unicorn lol ! young male children for # semst,NONE,Other,feminist movement
communists can relate to how we feel . # communist # faith # karlmarx # semst,NONE,Other,feminist movement
rt @ leexxxw : so # spankafeminist is sooooo horrible but # killallmen is perfectly fine ! i see how it is ! ! # semst,AGAINST,Negative,feminist movement
last week a man made a u turn and drove the wrong way on a one way street to tell me about my body . # catcalling # streetharassment # semst,FAVOR,Negative,feminist movement
i brace myself for the onslaught anytime i walk by any man on the street . # catcalling # streetharassment # equality # sexism # semst,FAVOR,Negative,feminist movement
sehri time seems to be turning into let 's get my dad woke . # racepolitics # ableism # ramadan # semst,NONE,Negative,feminist movement
one gay one straight . one male one female . one friendship . # equality # friends # semst,NONE,Positive,feminist movement
"what a great accomplishment # marriageequality , too bad it still sucks to be black or a woman in america . # racism # truthbomb # semst",FAVOR,Negative,feminist movement
"@ fdghtp54 @ _lemaign @ kungfuman316 as i said , most friends i made of sex appeal to me , but i do what i must , for # semst",NONE,Other,feminist movement
i need feminism because broken idealogies need defending just as much as functioning ones . # cryingalready # deathnote # semst,FAVOR,Negative,feminist movement
the cutting and mutilation of my and my daughters ' genitals is an expression of my # semst,FAVOR,Negative,feminist movement
rt viviennedenue : bittergourd themarysue thank you ! my game is going to knock your socks off ! # femaleprotagonist # gamersunite # in ... # semst,FAVOR,Positive,feminist movement
"son , you ca n't slut shame a female for having nudes and jerk off to the same nudes at night . you ai n't right . # smh # semst",FAVOR,Negative,feminist movement
"i hate feminism , give me a reason why i should n't . # feminist # notallmen # heforshe # semst",AGAINST,Negative,feminist movement
i do not wish for # women to have power over # men but over themselves . # milan # knockknock # pak_army # ptifamily # semst,FAVOR,Negative,feminist movement
so now i 'm sexist for saying that if a women ca n't deal with a bad joke she 's going to suffer when it comes to adv maths # semst,AGAINST,Negative,feminist movement
great to see singer turned activist @ charlottechurch on the stage to interview @ pussyrrriot # glastonbury # glasto # charlottechurch # semst,FAVOR,Positive,feminist movement
staying silent after being raped so as not to get charged with adultery is an expression of my # semst,FAVOR,Negative,feminist movement
"those fucking feminists ... sir tim hunt was fired over lies . following his joke , he praised women in science . # semst",AGAINST,Negative,feminist movement
dear feminist supporters people like you with your endless concessions to feminists just prevent their accountability . # semst,AGAINST,Negative,feminist movement
dear feminists the evidence of your closeted hate is your refusal to address man-hate in feminism . # gamergate # semst,AGAINST,Negative,feminist movement
feminism is a fashionable form of narcissism because personal trauma & personal retribution is what drives feminists . # semst,AGAINST,Negative,feminist movement
"dear feminists give a complete version of feminism , not the dictionary definition . or what ? no man-hate ? # gamergate # semst",AGAINST,Negative,feminist movement
the responsibilities feminism admits are as ornamental as the intelligence of the average feminist . # onlyrights # semst,AGAINST,Negative,feminist movement
`` a `` '' strong feminist '' '' on twitter is measured by how much she can type without thinking first . ( then delete ) # gamergate # semst '',AGAINST,Negative,feminist movement
the best way to spot religions is to see how often they get offended by ideas & crticism . feminism ranks very high . # semst,AGAINST,Negative,feminist movement
`` if feminists were honest `` '' i know men do n't have the right kind of thoughts . '' '' # gamergate # semst '',AGAINST,Negative,feminist movement
ceos apologizing to feminists pressure only awards feminism with its sought-after intellectual immunity . # gamergate # semst,AGAINST,Negative,feminist movement
"you are not penetrating our vaginas , we , we are engulfing your penises ! # insideamyschumer # semst",FAVOR,Negative,feminist movement
"old , insecure females forcing hatred of men on a younger generation of women # semst",AGAINST,Negative,feminist movement
@ e__strobel @ rsmccain @ instapundit @ chsommers @ cathyyoung63 @ asheschow @ mensrightsrdt @ anneeliz1 that 's right . all sex is rape . # semst,NONE,Negative,feminist movement
"like , feminism is n't just about 'gender ' it 's about so much more than that you ignorant toad . # semst",FAVOR,Negative,feminist movement
"@ fazenikan @ dzncosta why is men in front of women , you misogynistic pig # semst",FAVOR,Negative,feminist movement
just watched mad max : fury road . amazing ! everything ! and as a woman watching this film ... amazed . # madmaxfuryroad # semst,NONE,Positive,feminist movement
video games are a form of art . censorship would be comparable to practices by fascist germany during wwii . # gamergate # semst,NONE,Negative,feminist movement
"my feminist heart is so angry right now , wish i could scream my hate for inequality right now . at the top of my lungs . # semst",FAVOR,Negative,feminist movement
"and no femaskanks , your gender studies degree is n't as valuable as a s.t.e.m degree .... # semst",AGAINST,Negative,feminist movement
@ silviumajor your tweet has made it to the cast of towie mate # semst,NONE,Other,feminist movement
wow @ fernemccann you are beautiful even make up free ! # girlpower # semst,FAVOR,Positive,feminist movement
@ cosmopolitanuk why does someone not create a female festival celebrating women ? ! surely it 's a no brainer ! # art # music # history # semst,FAVOR,Negative,feminist movement
i have autocorrect switched off smh i dnt need u im independent # semst,NONE,Negative,feminist movement
"rt gamergatenews : rt capthaddock83 : ha ha hilarious ! # feminists desending on # spankafeminist like mad harpies , # sjws # game ... # semst",AGAINST,Negative,feminist movement
"towie catchup , totally agree with ferne # towie # semst",NONE,Positive,feminist movement
@ traplordalec @ bold_radicals 10 to realize this is all actually a symbol for # semst,NONE,Negative,feminist movement
"if i had a dollar for every # feminist i 've wanted to kick in the shin , i could retire and shitpost on twitter all day . # semst",AGAINST,Negative,feminist movement
@ marieclaire or ... she 's a grown 21st century woman who may do whatever pleases her ! especially with her fashion and body ! # semst,FAVOR,Positive,feminist movement
"what do feminists want : all humans , male and female , should have equal political , economic and social rights . equality . # semst",FAVOR,Negative,feminist movement
women are not going to be equal outside the home until men are equal in it -- gloria steinem # women # men # semst,FAVOR,Positive,feminist movement
"of course ugly feminists hate sexy porn stars , rhinos hate the fact they they will never be a unicorn . # gamergate # semst",AGAINST,Negative,feminist movement
@ fckh8 is the poster child for why identity politics suck . # semst,NONE,Negative,feminist movement
dear anti-porn feminists if you 've never eaten popcorn while watching porn you are missing out in life ... # gamergate # semst,AGAINST,Negative,feminist movement
"people say i 'm a bit young to be into politics . but honestly , i just stand for what i believe in . # marriageequaility # coexist # semst",NONE,Positive,feminist movement
`` history is `` '' his story ; '' '' we need `` '' her story '' '' too ! # semst '',FAVOR,Negative,feminist movement
feminists tend to get upset & leave comedy clubs because humor is a form of intelligence they lack . # gamergate # semst,AGAINST,Negative,feminist movement
to men who make contact with women thinking they are owed a response # patriarchy # semst,FAVOR,Negative,feminist movement
shhhh ! @ bayonethics ca n't you see @ monikarmoore is bragging ? even feminists have the right to be bitches ... # gamergate # semst,FAVOR,Negative,feminist movement
`` @ pennyred do realise that you 've painted all `` '' men '' '' with the same brush . so `` '' wilfully ignorant '' '' could be used to describe you # fail # semst '',AGAINST,Negative,feminist movement
`` @ pennyred you realise that you have just painted `` '' all '' '' men with the same brush . so `` '' wilfully ignorant '' '' could describe you ! # fail # semst '',AGAINST,Negative,feminist movement
@ staacy_weedy @ levithekid2 @ alexaa_mccune that is true i ca n't compete with you # semst,NONE,Negative,feminist movement
someone should do a # meminist frequency video response highlighting the violence against men portrayed in video games . # semst,AGAINST,Negative,feminist movement
funny how it 's not misogyny or objectification when feminists completely erase female agency to make an argument . @ iroyna # semst,AGAINST,Negative,feminist movement
@ aymielouise1995 'look we can discuss sexism in survival situations when i get back ' # jurassicworld # semst,NONE,Other,feminist movement
"dear 80 percent of women : you do n't think like us hence you are scum . - love , @ jezebel # gamergate # semst",AGAINST,Negative,feminist movement
@ parnassusbooks1 any chance @ quesaraisera will come to nashville to discuss # dietland . could n't put that deliciousness down ! # plum # semst,NONE,Positive,feminist movement
at the wgss discussion forum at # alaac15 . love these librarians ! # fuckyeahlibrarians # semst,NONE,Positive,feminist movement
"rt emilaaslund : dear third wave feminists : i hate you , not women . get your definitions straight . # gamergate # slipperyslope # notyo ... # semst",AGAINST,Negative,feminist movement
"`` goldstein is the # sanfrancisco city archivist , she asks `` '' where are the women in the history of our city ? '' '' # alaac15 # archives # semst ''",FAVOR,Negative,feminist movement
staying well informed on sexual violence in the news is important yet often leaves me ranting at screen . # rapeculture # semst,FAVOR,Negative,feminist movement
i wish laura croft would undress more so i could bitch about it . # femfreq # semst,AGAINST,Negative,feminist movement
"`` i have seen feminists disagree by saying `` '' shut up . '' '' aside from simple manners , this treatment of others is befuddling . ~ @ lizfurl . # semst ''",AGAINST,Negative,feminist movement
feminist outrage over american girls being recruited by isis ? zero . # semst,AGAINST,Negative,feminist movement
or maybe i 'm just cross because i 'm hungry ... hmmmm # semst,NONE,Negative,feminist movement
`` @ it_is_cancer @ fat_tush categorizing homelessness as a `` '' job '' '' . # semst '',NONE,Negative,feminist movement
# signsyoureintheusa you are attacked by feminists who labels you the patriarchy for cooking sunny side up eggs # semst,AGAINST,Negative,feminist movement
feminists be like : don ' judge a book by its cover ! unless the cover is a straight white male . # semst,AGAINST,Negative,feminist movement
how can i be a more feminist doctor ? what issues do we get wrong as doctors ? # heforshe # feminist # semst,FAVOR,Negative,feminist movement
just heard the most inspiring interview w one of my heroines @ monaeltahawy on @ bbcworldservice # women # islam # revolution # semst,FAVOR,Positive,feminist movement
they do n't call it male-volent for no reason # semst,FAVOR,Negative,feminist movement
@ yohanzor @ kittylight @ occupywomen you lunatics are n't fooling any1 . your skewed logic is only due 2 your delusions . # semst,AGAINST,Negative,feminist movement
@ dremilygrossman @ liquideoussnake @ fredvonsydowtw @ ibbibby @ cathyyoung63 @ zombieneith feel decides who get support . # semst,NONE,Other,feminist movement
when you get sexually harassed twice # semst,FAVOR,Negative,feminist movement
@ ymfromtheblock yes girl you can put almost anything in that joint # islam # semst,NONE,Positive,feminist movement
"we are 51 % of the population and only 17 % of congress . the # waronwomen is absolutely a real thing . wake up , america . # semst",FAVOR,Negative,feminist movement
# whoisburningblackchurches is the latest racist hate mob tag . no surprise it 's all # blacklivesmatter people . # sjwlogic # semst,NONE,Negative,feminist movement
`` * watching house of cards with my dad * `` '' i could be first lady . '' '' `` `` why not president ? '' '' `` `` yeah dad ! next woman president right here ! '' '' # semst '',FAVOR,Positive,feminist movement
"women are shamed if they do n't want children , but then told if they want to be payed equally they should n't have children at all . # semst",FAVOR,Negative,feminist movement
"@ noin007 though i 'm not a girl so maybe i 'm not qualified to comment on women 's issues , according to # semst",AGAINST,Negative,feminist movement
@ not_jaewon_kang lol jaewon you are so good in the hood ! we just like poetry over pressing issues # semst,NONE,Positive,feminist movement
selective listening a # character trait of convenience # feminists # semst,AGAINST,Negative,feminist movement
# narcissism another character trait of most # feminist convenience # semst,AGAINST,Negative,feminist movement
reading a mag that has endless pages about how to look on holiday but holidays are the time not to give a fuck . that 's the point ! # semst,NONE,Negative,feminist movement
pussy riot : a punk prayer i highly suggest you watch it . such an amazing documentary . # semst,FAVOR,Positive,feminist movement
pushing misinformation about # wagegap is the new anti vaccination . # semst,AGAINST,Negative,feminist movement
australia even has a fucking minister for women for fucks sake ! isawful # semst,AGAINST,Negative,feminist movement
here we are fighting for equality when @ wimbledon decide to only allow ladies heat breaks . do men not get hot too ? # semst,AGAINST,Negative,feminist movement
men are dirty & evil yet feminism is happy to take their money via the state in a form of collective prostitution . # semst,AGAINST,Negative,feminist movement
"getting offended is the simplest , most effective lie to manipulate others . feminism & religions love it . # gamergate # semst",AGAINST,Negative,feminist movement
"`` # sharkrocket `` '' real people , real results '' '' commercial only includes women - so , men do n't vacuum ? # notbuyingit # semst ''",AGAINST,Negative,feminist movement
@ kattimpf @ bmc1181 @ jezebel going # fullmcintosh for only the 737th consecutive time . # sjwlogic # semst,AGAINST,Negative,feminist movement
"@ bizerbizer @ giftofgodsfavor it 's a sexist , misandrist whine-fest drenched in victimhood . # semst",AGAINST,Negative,feminist movement
what the fuck do women even do ? i mean seriously they 're just useless other than sex . # womensrights # feminist # semst,AGAINST,Negative,feminist movement
ignoring peer-reviewed research and empirical evidence is such a feminist thing to do . # gamergate # notyourshield # semst,AGAINST,Negative,feminist movement
what a real # patriarchy and # rapeculture looks like . # beingfemaleinnigeria # pjnet # gamergate # semst,AGAINST,Negative,feminist movement
if your feminism is sex worker exclusive or trans exclusive i want no part in it . # intersectionality # semst,AGAINST,Negative,feminist movement
cat pt . 2 : today i found my cat is a feminist . # cat # feminist # kindofanokstory # life # semst,AGAINST,Negative,feminist movement
"what about how in the world of weed , the male plants are mostly deemed useless as they only produce seeds & do n't flower # semst",AGAINST,Negative,feminist movement
